Codigo linea;Descripcion linea;Sentido;Numero parada;Codigo parada;Parada;Zona;Correspondencias
A6;ARANGOITI - DEUSTU;Deustu - Arangoiti;5;1601;Araneko 17;Arangoiti-Araneko;01
A6;ARANGOITI - DEUSTU;Deustu - Arangoiti;6;1609;Gorbeia (3);Arangoiti-Egileor;
A6;ARANGOITI - DEUSTU;Deustu - Arangoiti;7;1608;Ganekogorta 10;Arangoiti-Colegio;
A6;ARANGOITI - DEUSTU;Deustu - Arangoiti;8;1605;Miramarbidea / Eskola;Arangoiti-Colegio;01
A7;ARTXANDA - ARENAL;Artxanda - Arenal;1;2709;Artxanda/Kiroldegia-Polideportivo;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Artxanda - Arenal;2;2710;Artxanda (La Esperanza);Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Artxanda - Arenal;3;2711;Artxanda (Begiratokia/Mirador);Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Artxanda - Arenal;4;2712;Txakoli;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Artxanda - Arenal;5;2602;Zabalbide (112) / Arabella;Sarrikue-Arabella;22
A7;ARTXANDA - ARENAL;Artxanda - Arenal;6;2504;San Isidro;San Isidro;13,22,27,30,38,62
A7;ARTXANDA - ARENAL;Artxanda - Arenal;7;2508;Zumalacárregui 105;Zumalacarregui-Parque;A1,A5,13,22,27,30,38,48,62
A7;ARTXANDA - ARENAL;Artxanda - Arenal;8;2415;Zumalacárregui / T.Zubiria;Zumalacarregui-Grupo Panera;A1,A5,03,22,26,28,30,62
A7;ARTXANDA - ARENAL;Artxanda - Arenal;9;2202;Kristo 1;Pl. Ernesto Erkoreka;A1,A5,03,22,30,62
A7;ARTXANDA - ARENAL;Artxanda - Arenal;10;5108;Sendeja (5);Sendeja-Tinglados;A1,03,11,22,26,28,30,71,72,77
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;1;5108;Sendeja (5);Sendeja-Tinglados;A1,03,11,22,26,28,30,71,72,77
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;2;5105;Puente del Arenal;Puente de el Arenal;A1,A2,03,26,28,30,40,56,58,71,72,75,77,85
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;3;6117;Gran Vía 8;Gran Via-Corte Ingles;01,26,28,56,72,77
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;4;6114;Gran Vía 36;Gran Via-Metro Moyua;01,10,26,28,56,72,77
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;5;6110;Elcano 3;Elcano-Pl. San Jose;01,10,13
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;6;6125;Museo 1 / Henao;Henao-Pl. Museo;01,10,13,18
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;7;6204;Deustuko Zubia;;01,10,13,18
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;8;1425;San Pío X / H.Aguirre;Puente Deusto-Universidad;01,10,13,18
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;9;1423;San Pedro / Eliza;Lehendakari Aguirre-Pl. S. Pedro;A6,01,10,13,18,71
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;10;1415;L. Aguirre 42 / Bidarte;Lehendakari Aguirre-Bidarte;01,10,13,18,71
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;11;1411;Ibarrekolanda 19;Lehendakari Aguirre-Sarriko;01
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;12;1705;Enekuri / Gasolindegia - Gasolinera;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;13;1706;Enekuri;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;14;1707;Enekuri (San Pablo);Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;15;1708;Elorriaga;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;16;1709;Berriz /Tiro Zelaia - Campo de Tiro;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;17;1710;Ostalaritza Eskola/ Escuela de Hosteleria;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;18;1711;Aixerrota/El Molino;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;19;2706;Artxanda/ Jesus Maria Ikastetxea;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;20;2707;Artxanda/ Nogaro;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;21;2708;Artxanda/Funikularra- Funicular;Artxanda Enekuri;
A7;ARTXANDA - ARENAL;Arenal -  Artxanda;22;2709;Artxanda/Kiroldegia-Polideportivo;Artxanda Enekuri;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;1;7702;San Justo;Cº Larraskitu-Iberdrola;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;2;7703;San Justo (5);Cº Larraskitu-Iberdrola;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;3;5510;Larraskitubidea 81;Cº Larraskitu-Iberdrola;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;4;5509;Larraskitubidea / (Estrada Beiti);;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;5;5512;San Adrián (48) / Irustabidea;;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;6;7405;Errekalde-Larraskitu / (Iberdrola);Cº Larraskitu-Iberdrola;76
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;7;7408;Errekalde-Larraskitu / Kiroldegia;Polideportivo de Recalde;72,76,77
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;8;7404;Errekalde-Larraskitu (36);Ctra. Larraskitu-Parque;72,76,77
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;9;7402;Artazubekoa (10);;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;10;7403;Artazubekoa 27;;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;11;7401;Artazubekoa;Bº Artazu;
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;12;7307;Errekalde-Larraskitu 23;Ciudadela-Larraskitu;72,76,77
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;13;7306;Errekalde-Larraskitu 1;Ciudadela-Ambulatorio;72,76,77
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;14;7304;Ciudadela 1;Ciudadela-Iglesia;72
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;15;7311;Gordoniz 49A;Gordoniz-Jaen;27,57,72,77
A8;SAN JUSTO - AMETZOLA;San Justo - Ametzola;16;7101;Ametzola;Gordoniz-Pl. Guardia Civil;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;1;7101;Ametzola;Gordoniz-Pl. Guardia Civil;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;2;7310;Gordoniz 36;Gordoniz-Jaen;27,57,72,77
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;3;7305;Ciudadela 2A;Ciudadela-Iglesia;72,77
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;4;7410;Errekalde-Larraskitu 2;Ciudadela-Ambulatorio;72,76,77
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;5;7409;Errekalde-Larraskitu 14;Ciudadela-Larraskitu;72,76,77
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;6;7402;Artazubekoa (10);;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;7;7403;Artazubekoa 27;;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;8;7401;Artazubekoa;Bº Artazu;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;9;7411;Errekalde-Larraskitu 36;Ctra. Larraskitu-Parque;72,76,77
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;10;7406;Errekalde-Larraskitu / (Kiroldegia);Ctra. Larraskitu-Polideportivo;72,76
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;11;7407;Errekalde-Larraskitu / Iberdrola;Cº Larraskitu-Iberdrola;76
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;12;7415;San Adrián 48;;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;13;7412;Larraskitubidea / Estrada Beiti;;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;14;7413;Larraskitubidea 88;;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;15;7414;Larraskitubidea 98;Ctra. Larraskitu-Polideportivo;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;16;7704;San Justo 12;Cº Larraskitu-Iberdrola;
A8;SAN JUSTO - AMETZOLA;Ametzola - San Justo;17;7702;San Justo;Cº Larraskitu-Iberdrola;
G1;ARABELLA - MOYUA;Arabella - Moyua;1;2502;Arabella;Zabalbide-Arabella;22,27,62
G1;ARABELLA - MOYUA;Arabella - Moyua;2;2504;San Isidro;San Isidro;A7,13,22,27,30,38,62
G1;ARABELLA - MOYUA;Arabella - Moyua;3;2508;Zumalacárregui 105;Zumalacarregui-Parque;A1,A5,A7,13,22,27,30,38,48,62
G1;ARABELLA - MOYUA;Arabella - Moyua;4;2503;Artzain Onaren 4;Maurice Ravel-Zumaia;13,27,38,48
G1;ARABELLA - MOYUA;Arabella - Moyua;5;2405;Maurice Ravel 20 / Telefónica;Maurice Ravel-Telefonica;13,27,38,48
G1;ARABELLA - MOYUA;Arabella - Moyua;6;2404;Maurice Ravel / Mirador;Maurice Ravel-Ciudad Jardin;13,27,38,48
G1;ARABELLA - MOYUA;Arabella - Moyua;7;2301;Maurice Ravel / C.Jardín;Maurice Ravel-Ciudad Jardin;13,27,38,48
G1;ARABELLA - MOYUA;Arabella - Moyua;8;6102;Alda Recalde 12;Al. Recalde-Puente La Salve;13,27,38,48
G1;ARABELLA - MOYUA;Arabella - Moyua;9;6219;Moyúa 4;Pl. Moyua;A3,01,10,13,18
G1;ARABELLA - MOYUA;Moyua - Arabella;1;6219;Moyúa 4;Pl. Moyua;A3,01,10,13,18
G1;ARABELLA - MOYUA;Moyua - Arabella;2;6115;Gran Vía 37;Gran Via-Metro Moyua;01,10,26,28,56,62,72,77
G1;ARABELLA - MOYUA;Moyua - Arabella;3;6113;Gran Vía 7;Gran Via-Corte Ingles;A5,01,10,26,28,56,62,72,77
G1;ARABELLA - MOYUA;Moyua - Arabella;4;2108;Ernesto Erkoreka / Udaletxea;Campo Volantin-Ayuntamiento;11,22,26,28,71,72,77
G1;ARABELLA - MOYUA;Moyua - Arabella;5;2104;Campo Volantín 13;Campo Volantin-Hotel Nervion;22,26,28,72,77
G1;ARABELLA - MOYUA;Moyua - Arabella;6;2206;Tiboli 12;Castaños-Tiboli;22,26,28,72
G1;ARABELLA - MOYUA;Moyua - Arabella;7;2205;Ricardo Arregui 33;Tiboli-Ricardo Arregui;22,26,28
G1;ARABELLA - MOYUA;Moyua - Arabella;8;2409;Trauko (5);Uribarri-Trauko;22,26,28
G1;ARABELLA - MOYUA;Moyua - Arabella;9;2402;Izaro Mendia 8;Trauko-Monte Izaro;22
G1;ARABELLA - MOYUA;Moyua - Arabella;10;2401;Aldamiz Mendia / Telefónica;Telefonica;22
G1;ARABELLA - MOYUA;Moyua - Arabella;11;2411;Vía Vieja de Lezama / Nueva Aurora;Monte Aldamiz;A1,22
G1;ARABELLA - MOYUA;Moyua - Arabella;12;2412;Vía Vieja de Lezama 59;Via Vieja de Lezama-Tutulu;A1,22
G1;ARABELLA - MOYUA;Moyua - Arabella;13;2507;Vía Vieja de Lezama 35;Via Vieja Lezama-Zurbaran;A1,22
G1;ARABELLA - MOYUA;Moyua - Arabella;14;2510;Zurbaranbarri;Zurbaranbarri;22,27,62
G1;ARABELLA - MOYUA;Moyua - Arabella;15;2501;Andramaria;Zabalbide-Arabella;22,27,62
G1;ARABELLA - MOYUA;Moyua - Arabella;16;2502;Arabella;Zabalbide-Arabella;22,27,62
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;1;3222;Julián Gaiarre 61;Julian Gaiarre-Centro Civico;34,38,43
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;2;3221;Julián Gaiarre 39 / Artalandio;Julian Gaiarre-Artalandio;34,38,43
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;3;3218;Julián Gaiarre 23;Julian Gaiarre-Ondarroa;34,43
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;4;3216;Julián Gaiarre (6);Julian Gaiarre-DYA;34,43
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;5;4202;Circo Amateur / Kiroldegia;Club Deportivo;13,34,43
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;6;3227;Txomin Garat 40 / Residencia;Txomin Garat-Residencia;30
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;7;3228;Txomin Garat 9 / Anbulatorioa;Txomin Garat-Ambulatorio;13,30,38
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;8;3229;Zabalbide (61);Txomin Garat-La Tortilla;13,30,38
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;9;2504;San Isidro;San Isidro;A7,13,22,27,30,38,62
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;10;2508;Zumalacárregui 105;Zumalacarregui-Parque;A1,A5,A7,13,22,27,30,38,48,62
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;11;2415;Zumalacárregui / T.Zubiria;Zumalacarregui-Grupo Panera;A1,A5,A7,03,22,26,28,30,62
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;12;2202;Kristo 1;Pl. Ernesto Erkoreka;A1,A5,A7,03,22,30,62
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;13;5108;Sendeja (5);Sendeja-Tinglados;A1,A7,03,11,22,26,28,30,71,72,77
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;14;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,71,72,75,77,85
G2;OTXARKOAGA - PLAZA BIRIBILA;Otxarkoaga - PL Biribila/Ayala;15;6129;Ayala(2);Gran Via-Metro Moyua;A1,40
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;1;6129;Ayala(2);Gran Via-Metro Moyua;A1,40
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;2;5103;Ernesto Erkoreka 8;Pl. Ernesto Erkoreka;A1,03,30,40,62
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;3;5111;Zumalacárregui / (T.Zubiria);Zumalacarregui-Grupo Panera;A1,03,30,40,62
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;4;4109;Zumalacárregui 38;Zumalacarregui-Parque;03,13,30,38
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;5;4104;Begoñako Basilika;Basilica de Begoña;03,30,38
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;6;3226;Txomin Garat 4;Txomin Garat-La Tortilla;30,38
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;7;3206;Gabriel Aresti / (Anbulatorioa);Txomin Garat-Ambulatorio;38
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;8;3207;Gabriel Aresti / Jesús Galíndez;Jesus Galindez-Gabriel Aresti;38
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;9;3204;Dr. Ornilla / Pau Casals;Jesus Galindez-Dr. Ornilla;03,34,38,43
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;10;3115;Zizeruena / Eliza;Pl. Kepa Enbeita-Iglesia;03,43
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;11;3116;Zizeruena 22;Zizeruene;03
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;12;3101;Arbolantxa 18;Cº Arbolantxa;03
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;13;3106;Larratundu 21;Larratundu-Otxarkoaga;03,34
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;14;3117;Larratundu 1;;
G2;OTXARKOAGA - PLAZA BIRIBILA;PL Biribila/Ayala - Otxarkoaga;15;3222;Julián Gaiarre 61;Julian Gaiarre-Centro Civico;34,38,43
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;1;5518;Zamacola 168;Zamacola-La Peña;50,56
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;2;5502;Abusu / Ibaieder;Zamacola-La Peña;40,50,56
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;3;5501;Abusu / Ibaialde;Zamacola-Iglesia;40,50,56
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;4;5503;Abusu / Ibaizabal;Zamacola-Campa Ibaizabal;56
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;5;5514;Zamacola (84);;56
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;6;5521;Zamacola 45;;56
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;7;5513;Urazurrutia;Muelle Urazurrutia-Escaleras;56
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;8;5602;Urazurrutia 1 / Sala Cuna;;56
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;9;5106;Ribera / Merkatua;Mercado de la Ribera;A2,11,22,40,56,58,72,75,77,85
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;10;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,71,72,75,77,85
G4;LA PEÑA - PLAZA BIRIBILA;La Peña - Plaza Biribila/Ayala;11;6129;Ayala(2);Gran Via-Metro Moyua;A1,40
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;1;6129;Ayala(2);Gran Via-Metro Moyua;A1,40
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;2;5108;Sendeja (5);Sendeja-Tinglados;A1,A7,03,11,22,26,28,30,71,72,77
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;3;5101;Arenal / (San Nicolás);Vda. Epalza-San Nicolas;11,22,72
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;4;5704;Muelle de la Merced 3;Conde Mirasol con Marzana;11,22,56,72,75,77,85
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;5;5701;Cortes (2);Pl. Corazon de Maria;11,22,56,58,72,75,77,85
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;6;5601;Olano (4);;11,22,56,58,72,75,77,85
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;7;5603;Urazurrutia 14;;56
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;8;5604;Urazurrutia 40;;56
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;9;5520;Zamacola 4;;56
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;10;5519;Zamacola 26;;56
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;11;5522;Zamacola 70;;56
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;12;5515;Zamacola / Eskola;Zamacola-Escuelas;40,56
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;13;5516;Zamacola 116;Zamacola-Campa Ibaizabal;40,50,56
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;14;5517;Zamacola 150 / Eliza;Zamacola-Iglesia;40,50,56
G4;LA PEÑA - PLAZA BIRIBILA;Plaza Biribila/Ayala - La Peña;15;5518;Zamacola 168;Zamacola-La Peña;50,56
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;S.Adrián/Miribilla - P.Biribila/HA;1;5804;Rotonda Juan de Garay;Av. San Adrian-Juan Garay;57,71,75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;S.Adrián/Miribilla - P.Biribila/HA;2;5803;Juan de Garay 33;Juan de Garay-Iberdrola;71,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;S.Adrián/Miribilla - P.Biribila/HA;3;5802;Juan de Garay 11;Juan de Garay-Gobierno Militar;30,71,75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;S.Adrián/Miribilla - P.Biribila/HA;4;6123;Juan de Garay 7;Juan de Garay-General Salazar;30,71,75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;S.Adrián/Miribilla - P.Biribila/HA;5;6120;Hurtado Amézaga 15;Hurtado de Amezaga-Quinta Parroquia;E1,E2,30,71,75,85
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;S.Adrián/Miribilla - P.Biribila/HA;6;6118;Hurtado Amézaga 1 / Geltokia-Estación;Hurtado de Amezaga-Estacion Abando;E1,E2,E3,71,75,85
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;1;6118;Hurtado Amézaga 1 / Geltokia-Estación;Hurtado de Amezaga-Estacion Abando;E1,E2,E3,71,75,85
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;2;6121;Hurtado Amézaga 50;Hurtado de Amezaga-Lutxana;E1,E2,E3,30,71
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;3;7108;Pedro Martínez Artola 2;Martinez Artola-Pl. Zabalburu;75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;4;7203;Irala (19);Irala-Av.Kirikiño;75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;5;7205;Irala 28;Irala-Final;57,75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;6;7204;Irala (53) / Eskurtze;Irala-Eskurtze;57,75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;7;7209;Rotonda Eskurtze;Torre Urizar;57,75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;8;5913;San Adrián 2;Av. San Adrian-Juan Garay;57,71,75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;9;5914;San Adrián 36;Av. San Adrian-Iglesia;57,71,75,76
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;10;5906;Goiko Torre 12;Bº San Adrian-Goiko Torre;57,71,75
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;11;5908;La Floresta;Bº San Adrian-Goiko Torre;57,71,75
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;12;5907;Julián Zugazagoitia 13;Miribilla;57,71
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;13;5904;Gernika 23;Miribilla;E2,E3,30,57,71
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;14;5903;Gernika 11;Miribilla;30,57
G5;SAN ADRIAN / MIRIBILLA - PLAZA BIRIBILA;P.Biribila/HA - S.Adrián/Miribilla;15;5804;Rotonda Juan de Garay;Av. San Adrian-Juan Garay;57,71,75,76
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;1;8509;Zorrotza-Kastrexana 25;Zorrotza-Kastrexana-Astillero;18,85,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;2;8317;Montevideo / (Olabeaga);Av. Montevideo-Frente Hospital;18,85,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;3;8113;Montevideo / Santa Ana;Av. Montevideo-Bº Santa Ana;18,85,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;4;8111;Montevideo / (Ospitalea);Av. Montevideo-Frente Hospital;18,85,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;5;8123;Basurto / Aita Donostia;Autonomia-Pl. Aita Donosti;18,38,48,57,58,85,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;6;7104;Autonomía 43;Autonomia-Escuelas;18,38,48,58,85,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;7;6213;Gregorio la Revilla 35;Gregorio de la Revilla-Perez Galdos;27,38,48,72,77,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;8;6210;Gregorio la Revilla 17;Gregorio de la Revilla-Part.Indautxu;27,38,48,72,76,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;9;6209;Gregorio la Revilla 1;Gregorio de la Revilla-Pl. Campuzano;27,38,48,72,76,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;10;6206;Gran Vía 43;Gran Via-Edif. Sota;A3,26,28,56,62,72,76,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;11;6115;Gran Vía 37;Gran Via-Metro Moyua;01,10,26,28,56,62,72,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;12;6113;Gran Vía 7;Gran Via-Corte Ingles;A5,01,10,26,28,56,62,72,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Altamira/Zorrotza - Plaza Biribila/GV;13;6130;Gran Vía 2;;A1,01,10,40
