Codigo linea;Descripcion linea;Sentido;Numero parada;Codigo parada;Parada;Zona;Correspondencias
62;SAN MAMES - ARABELLA;Termibus - Arabella;15;2502;Arabella;Zabalbide-Arabella;22,27
62;SAN MAMES - ARABELLA;Arabella - Termibus;1;2502;Arabella;Zabalbide-Arabella;22,27
62;SAN MAMES - ARABELLA;Arabella - Termibus;2;2504;San Isidro;San Isidro;A7,13,22,27,30,38
62;SAN MAMES - ARABELLA;Arabella - Termibus;3;2508;Zumalacárregui 105;Zumalacarregui-Parque;A1,A5,A7,13,22,27,30,38,48
62;SAN MAMES - ARABELLA;Arabella - Termibus;4;2415;Zumalacárregui / T.Zubiria;Zumalacarregui-Grupo Panera;A1,A5,A7,03,22,26,28,30
62;SAN MAMES - ARABELLA;Arabella - Termibus;5;2202;Kristo 1;Pl. Ernesto Erkoreka;A1,A5,A7,03,22,30
62;SAN MAMES - ARABELLA;Arabella - Termibus;6;6122;Ibáñez de Bilbao 14;Jardines de Albia;A5
62;SAN MAMES - ARABELLA;Arabella - Termibus;7;6124;Mazarredo 3;Al. Mazarredo-Ledesma;A5
62;SAN MAMES - ARABELLA;Arabella - Termibus;8;6128;Urquijo 14 / Institutoa;Al. Urquijo-Correos;
62;SAN MAMES - ARABELLA;Arabella - Termibus;9;6226;Urquijo / Bizkaia pl.;;
62;SAN MAMES - ARABELLA;Arabella - Termibus;10;6221;Urquijo 68;Al. Urquijo-Cruz Roja;26,28
62;SAN MAMES - ARABELLA;Arabella - Termibus;11;6222;Urquijo 94;Al. Urquijo-Sabino Arana;26,28
62;SAN MAMES - ARABELLA;Arabella - Termibus;12;8119;Zunzunegui / Termibús;Termibus;26
62;SAN MAMES - ARABELLA;Arabella - Termibus;13;8124;Urquijo 100;Autonomia-Pl. Aita Donosti;26
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;1;5904;Gernika 23;Miribilla;E2,E3,30,57
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;2;5909;Martín Barua (24);Miribilla;57,75
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;3;5910;Martín Barua 17 / Institutoa;Bº San Adrian-Instituto;57,75
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;4;5804;Rotonda Juan de Garay;Av. San Adrian-Juan Garay;57,75,76
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;5;5803;Juan de Garay 33;Juan de Garay-Iberdrola;76
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;6;5802;Juan de Garay 11;Juan de Garay-Gobierno Militar;30,75,76
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;7;6123;Juan de Garay 7;Juan de Garay-General Salazar;30,75,76
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;8;6120;Hurtado Amézaga 15;Hurtado de Amezaga-Quinta Parroquia;E1,E2,30,75,85
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;9;6118;Hurtado Amézaga 1 / Geltokia-Estación;Hurtado de Amezaga-Estacion Abando;E1,E2,E3,75,85
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;10;2108;Ernesto Erkoreka / Udaletxea;Campo Volantin-Ayuntamiento;11,22,26,28,72,77
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;11;2105;Campo Volantín 23;Campo Volantin-Hotel Nervion;11
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;12;2103;Campo Volantín / La Salve;Campo Volantin-Pte.La Salve;11
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;13;1427;Unibertsitate 24;Av. Universidades-Universidad;11
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;14;1410;Hermanos Aguirre / Unibertsitatea;Hermanos Aguirre;
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;15;1423;San Pedro / Eliza;Lehendakari Aguirre-Pl. S. Pedro;A6,A7,01,10,13,18
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;16;1415;L. Aguirre 42 / Bidarte;Lehendakari Aguirre-Bidarte;A7,01,10,13,18
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;17;1302;Don Bosco / Ugarteko;Lehendakari Aguirre-Sarriko;10,13,18
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;18;1301;L. Aguirre (89) / Sarriko;Lehendakari Aguirre-Sarriko;10,13,18
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;19;1304;L. Aguirre 140 / Residencia;Lehendakari Aguirre-Residencia;10,13,18
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;20;1102;L. Aguirre 154;Lehendakari Aguirre-San Ignacio;10,13,18
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;21;1104;L. Aguirre 172 / Levante pl.;Lehendakari Aguirre-Pl. Levante;10,13,18
71;MIRIBILLA - SAN IGNAZIO;Miribilla - San Ignazio;22;1105;L. Aguirre 179;Lehendakari Aguirre-Pl. Levante;10,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;1;1105;L. Aguirre 179;Lehendakari Aguirre-Pl. Levante;10,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;2;1103;L. Aguirre 161;Lehendakari Aguirre-San Ignacio;10,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;3;1101;L. Aguirre 149;Lehendakari Aguirre-Baleares;10,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;4;1303;L. Aguirre 135 / (Residencia);Lehendakari Aguirre-Residencia;10,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;5;1305;L. Aguirre 81;Lehendakari Aguirre-Sarriko;10,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;6;1412;Don Bosco / (Ugarteko);;10,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;7;1414;L. Aguirre / (Bidarte);Lehendakari Aguirre-Bidarte;A4,01,10,11,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;8;1413;L. Aguirre / Hizkuntza Eskola;Lehendakari Aguirre-Pl. S. Pedro;01,10,13,18
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;9;1405;Botika Zaharra / Deustuko Zubia;Botica Vieja-Bajos Puente Deusto;11
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;10;1426;Unibertsitate (24);Av. Universidades-Universidad;11
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;11;2109;La Salve / Igogailua;Campo Volantin-Pte.La Salve;11
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;12;2101;Campo Volantín (21);Campo Volantin-Hotel Nervion;11
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;13;2102;Campo Volantín (4);Campo Volantin-Ayuntamiento;11,26,28,72,77
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;14;5108;Sendeja (5);Sendeja-Tinglados;A1,A7,03,11,22,26,28,30,72,77
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;15;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,72,75,77,85
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;16;6119;Hurtado Amézaga 2 / (Geltokia-Estación);Hurtado de Amezaga-Estacion Abando;30,58,75,85
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;17;6121;Hurtado Amézaga 50;Hurtado de Amezaga-Lutxana;E1,E2,E3,30
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;18;7207;Juan de Garay / Gob.Militarra;Juan de Garay-Gobierno Militar;
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;19;7206;Juan de Garay / Giña Estrata;Torre Urizar;
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;20;5913;San Adrián 2;Av. San Adrian-Juan Garay;57,75,76
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;21;5914;San Adrián 36;Av. San Adrian-Iglesia;57,75,76
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;22;5906;Goiko Torre 12;Bº San Adrian-Goiko Torre;57,75
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;23;5908;La Floresta;Bº San Adrian-Goiko Torre;57,75
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;24;5907;Julián Zugazagoitia 13;Miribilla;57
71;MIRIBILLA - SAN IGNAZIO;San Ignazio - Miribilla;25;5904;Gernika 23;Miribilla;E2,E3,30,57
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;1;7322;Karitateko Alaben (3);Xalbador-Rekalde;
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;2;7323;Karitateko Alaben 3;Xalbador-Rekalde;
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;3;7417;Karitateko Alaben (46);Cº Larraskitu-Iberdrola;
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;4;7408;Errekalde-Larraskitu / Kiroldegia;Polideportivo de Recalde;A8,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;5;7404;Errekalde-Larraskitu (36);Ctra. Larraskitu-Parque;A8,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;6;7307;Errekalde-Larraskitu 23;Ciudadela-Larraskitu;A8,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;7;7306;Errekalde-Larraskitu 1;Ciudadela-Ambulatorio;A8,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;8;7304;Ciudadela 1;Ciudadela-Iglesia;A8
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;9;7311;Gordoniz 49A;Gordoniz-Jaen;A8,27,57,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;10;7107;Gordoniz 39;Gordoniz-Pl. Guardia Civil;27,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;11;6213;Gregorio la Revilla 35;Gregorio de la Revilla-Perez Galdos;27,38,48,77,88
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;12;6210;Gregorio la Revilla 17;Gregorio de la Revilla-Part.Indautxu;27,38,48,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;13;6209;Gregorio la Revilla 1;Gregorio de la Revilla-Pl. Campuzano;27,38,48,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;14;6206;Gran Vía 43;Gran Via-Edif. Sota;A3,26,28,56,62,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;15;6113;Gran Vía 7;Gran Via-Corte Ingles;A5,01,10,26,28,56,62,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;16;2108;Ernesto Erkoreka / Udaletxea;Campo Volantin-Ayuntamiento;11,22,26,28,71,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;17;2104;Campo Volantín 13;Campo Volantin-Hotel Nervion;22,26,28,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;18;2206;Tiboli 12;Castaños-Tiboli;22,26,28
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;19;2201;Anselma de Salces (2);Uribarri-Escuelas;
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;20;2207;Matiko 27;Uribarri-Escuelas;26,28
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;21;2203;Matiko 1;Matiko;26,28
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Karitateko Alaben - Larraskitu  - Castaños/Gazteleku;22;2107;Castaños / Funikularra;Castaños-Funicular;77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;1;2107;Castaños / Funikularra;Castaños-Funicular;77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;2;2111;Tristán de Leguizamón 5;Huertas de la Villa;77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;3;2110;Tiboli 1;Tiboli;26,28,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;4;2102;Campo Volantín (4);Campo Volantin-Ayuntamiento;11,26,28,71,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;5;5108;Sendeja (5);Sendeja-Tinglados;A1,A7,03,11,22,26,28,30,71,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;6;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,71,75,77,85
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;7;6117;Gran Vía 8;Gran Via-Corte Ingles;A7,01,26,28,56,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;8;6114;Gran Vía 36;Gran Via-Metro Moyua;A7,01,10,26,28,56,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;9;6116;Gran Vía 40;Gran Via-G. Civil;26,27,28,38,48,56,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;10;6211;Gregorio la Revilla 2;Gregorio de la Revilla-Pl. Campuzano;26,27,28,38,48,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;11;6212;Gregorio la Revilla 22;Gregorio de la Revilla-Part.Indautxu;26,27,28,38,48,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;12;6214;Gregorio la Revilla 36;Gregorio de la Revilla-Perez Galdos;27,38,48,77,88
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;13;7106;Gordoniz 22;Gordoniz-Pl. Guardia Civil;27,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;14;7310;Gordoniz 36;Gordoniz-Jaen;A8,27,57,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;15;7305;Ciudadela 2A;Ciudadela-Iglesia;A8,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;16;7410;Errekalde-Larraskitu 2;Ciudadela-Ambulatorio;A8,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;17;7409;Errekalde-Larraskitu 14;Ciudadela-Larraskitu;A8,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;18;7411;Errekalde-Larraskitu 36;Ctra. Larraskitu-Parque;A8,76,77
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;19;7406;Errekalde-Larraskitu / (Kiroldegia);Ctra. Larraskitu-Polideportivo;A8,76
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;20;7416;Karitateko Alaben 48;Cº Larraskitu-Iberdrola;
72;LARRASKITU - CASTAÑOS/GAZTELEKU;Castaños/Karitateko Alaben - Larraskitu;21;7322;Karitateko Alaben (3);Xalbador-Rekalde;
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;1;5909;Martín Barua (24);Miribilla;57,71
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;2;5910;Martín Barua 17 / Institutoa;Bº San Adrian-Instituto;57,71
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;3;5804;Rotonda Juan de Garay;Av. San Adrian-Juan Garay;57,71,76
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;4;7201;Bergara (12);Torre Urizar;57
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;5;7208;Monasterio 5;Particular Monasterio;
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;6;7210;Urizar 24 / Gob.Militarra;Juan de Garay-Gobierno Militar;
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;7;5802;Juan de Garay 11;Juan de Garay-Gobierno Militar;30,71,76
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;8;6123;Juan de Garay 7;Juan de Garay-General Salazar;30,71,76
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;9;6120;Hurtado Amézaga 15;Hurtado de Amezaga-Quinta Parroquia;E1,E2,30,71,85
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;10;6118;Hurtado Amézaga 1 / Geltokia-Estación;Hurtado de Amezaga-Estacion Abando;E1,E2,E3,71,85
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;11;5102;Arenal / Arriaga;Puente de el Arenal;56,77,85
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;12;5704;Muelle de la Merced 3;Conde Mirasol con Marzana;11,22,56,72,77,85
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;13;5701;Cortes (2);Pl. Corazon de Maria;11,22,56,58,72,77,85
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;14;5601;Olano (4);;11,22,56,58,72,77,85
75;SAN ADRIAN - ATXURI;San Adrián - Atxuri;15;5405;Dieciséis de Agosto;Atxuri-Estacion;11,22,58,72,85
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;1;5405;Dieciséis de Agosto;Atxuri-Estacion;11,22,58,72,85
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;2;5106;Ribera / Merkatua;Mercado de la Ribera;A2,11,22,40,56,58,72,77,85
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;3;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,71,72,77,85
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;4;6119;Hurtado Amézaga 2 / (Geltokia-Estación);Hurtado de Amezaga-Estacion Abando;30,58,71,85
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;5;7108;Pedro Martínez Artola 2;Martinez Artola-Pl. Zabalburu;76
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;6;7203;Irala (19);Irala-Av.Kirikiño;76
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;7;7205;Irala 28;Irala-Final;57,76
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;8;7204;Irala (53) / Eskurtze;Irala-Eskurtze;57,76
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;9;7209;Rotonda Eskurtze;Torre Urizar;57,76
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;10;5913;San Adrián 2;Av. San Adrian-Juan Garay;57,71,76
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;11;5914;San Adrián 36;Av. San Adrian-Iglesia;57,71,76
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;12;5906;Goiko Torre 12;Bº San Adrian-Goiko Torre;57,71
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;13;5908;La Floresta;Bº San Adrian-Goiko Torre;57,71
75;SAN ADRIAN - ATXURI;Atxuri - San Adrián;14;5909;Martín Barua (24);Miribilla;57,71
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;1;7301;Artazugoikoa;Bº Artazu;
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;2;7318;Xalbador / Alhóndiga;Xalbador-Rekalde;
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;3;7319;Xalbador / F.Baldezate;Xalbador-Rekalde;
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;4;7317;Xalbador / (Alhóndiga);Xalbador-Rekalde;
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;5;7309;Gordoniz (90);Gordoniz-Pl. Belategi;27,77
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;6;7308;Gordoniz (54) / Pza Errekalde;Gordoniz-Pl. Recalde;27,77
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;7;7410;Errekalde-Larraskitu 2;Ciudadela-Ambulatorio;A8,72,77
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;8;7409;Errekalde-Larraskitu 14;Ciudadela-Larraskitu;A8,72,77
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;9;7411;Errekalde-Larraskitu 36;Ctra. Larraskitu-Parque;A8,72,77
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;10;7406;Errekalde-Larraskitu / (Kiroldegia);Ctra. Larraskitu-Polideportivo;A8,72
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;11;7407;Errekalde-Larraskitu / Iberdrola;Cº Larraskitu-Iberdrola;A8
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;12;5915;San Adrián 33;San Adrian;
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;13;5912;San Adrián 17;Av. San Adrian-Iglesia;
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;14;5804;Rotonda Juan de Garay;Av. San Adrian-Juan Garay;57,71,75
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;15;5803;Juan de Garay 33;Juan de Garay-Iberdrola;71
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;16;5802;Juan de Garay 11;Juan de Garay-Gobierno Militar;30,71,75
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;17;6123;Juan de Garay 7;Juan de Garay-General Salazar;30,71,75
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;18;6104;Alda San Mamés 8;General Concha-Al. San Mames;
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;19;6201;Alda San Mamés (33);Al. San Mames-Iparraguirre;
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;20;6210;Gregorio la Revilla 17;Gregorio de la Revilla-Part.Indautxu;27,38,48,72,77
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;21;6209;Gregorio la Revilla 1;Gregorio de la Revilla-Pl. Campuzano;27,38,48,72,77
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;22;6206;Gran Vía 43;Gran Via-Edif. Sota;A3,26,28,56,62,72,77
76;ARTATZU/XALBADOR - MOYUA;Artatzu/Xalbador - Moyua;23;6108;Elcano (9);Elcano- Hotel Carlton;
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;1;6108;Elcano (9);Elcano- Hotel Carlton;
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;2;6112;Gral. Concha 26;Pl. Eguillor;18
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;3;7108;Pedro Martínez Artola 2;Martinez Artola-Pl. Zabalburu;75
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;4;7203;Irala (19);Irala-Av.Kirikiño;75
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;5;7205;Irala 28;Irala-Final;57,75
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;6;7204;Irala (53) / Eskurtze;Irala-Eskurtze;57,75
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;7;7209;Rotonda Eskurtze;Torre Urizar;57,75
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;8;5913;San Adrián 2;Av. San Adrian-Juan Garay;57,71,75
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;9;5914;San Adrián 36;Av. San Adrian-Iglesia;57,71,75
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;10;5911;San Adrián (33);San Adrian;
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;11;7405;Errekalde-Larraskitu / (Iberdrola);Cº Larraskitu-Iberdrola;A8
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;12;7408;Errekalde-Larraskitu / Kiroldegia;Polideportivo de Recalde;A8,72,77
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;13;7404;Errekalde-Larraskitu (36);Ctra. Larraskitu-Parque;A8,72,77
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;14;7307;Errekalde-Larraskitu 23;Ciudadela-Larraskitu;A8,72,77
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;15;7306;Errekalde-Larraskitu 1;Ciudadela-Ambulatorio;A8,72,77
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;16;7312;Gordoniz 54 / (Pza Errekalde);Gordoniz-Pl. Recalde;72,77
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;17;7313;Gordoniz 90;Gordoniz-Recaldeberri;72,77
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;18;7318;Xalbador / Alhóndiga;Xalbador-Rekalde;
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;19;7319;Xalbador / F.Baldezate;Xalbador-Rekalde;
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;20;7317;Xalbador / (Alhóndiga);Xalbador-Rekalde;
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;21;7321;Gordoniz 90;Gordoniz-Recaldeberri;
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;22;7320;Artazugoikoa / Eskola;;
76;ARTATZU/XALBADOR - MOYUA;Moyua - Artatzu/Xalbador;23;7301;Artazugoikoa;Bº Artazu;
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;1;7701;Peñascal (146) / Rotonda;El Peñascal-Cantera;72
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;2;7606;Peñascal 29;Bº El Peñascal;72
